InspectionUID,FacilityHashID,InspectionDate,InpsectionHashID,FacilityName,FacilityFullStreetAddress,FacilityZip,EstablishmentType,Cuisine,FacilityRiskScore,FacilityRiskProfile
5754506,2345,3/13/19 0:00,5B227E7D-5056-A20B-FAAE45196B74BA81,LUBY'S #11 - 0090,108 W GREENS,77067,Restaurant - Full Service,LOCAL / CONTINENTAL,6,HIGH
5700004,2A19C14F-F661-C007-876C34715BBAC8F9,1/6/19 0:00,50BC90C0-5056-A20B-FAA47D65C55AE670,EL REVENTON - TEX STAR,1410 WASHINGTON AVE,77002,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5701775,3D11DE38-963D-14DC-68BA44EE0FAA10DD,1/16/19 0:00,500884F6-5056-A20B-FA54C0F9FC6B1AA0,SUB ROC,3355 W ALABAMA STE 120,77027,Restaurant - Single Service,DELI,4,MEDIUM
5701934,3C76B172-F143-5E31-AE8DDFA972F07B52,1/16/19 0:00,5D177731-5056-A20B-FA0D5B2608F2CD7A,TABLE 7 BISTRO,720 FANNIN ST STE A,77002,Restaurant - Full Service,LOCAL / CONTINENTAL,5,HIGH
5721748,3C5DFD87-C6E4-3406-876B7C2DA5C9F5B1,1/30/19 0:00,2D00B65D-5056-A20B-FA0B9E55B68970A8,BROWN SUGARS BBQ,111 GREENS RD,77060,Restaurant - Full Service,BARBECUE,0,LOW
5721810,343E24C0-D287-83CD-6B99D96F43951077,1/31/19 0:00,51C8FDFD-5056-A20B-FAEE190F146476AD,MURPHY'S DELI AT ST LUKE'S,6624 FANNIN,77030,Restaurant - Single Service,DELI,7,HIGH
5750927,0DD7C0EB-0896-E4C2-1BC6835BB8D8F04E,2/24/19 0:00,2DC3DE50-5056-A20B-FAA6684F29B77920,OUTLAW DAVE'S WORLD HEADQUARTERS,6502 WASHINGTON AVE,77007,Restaurant - Full Service,BAR & GRILL,5,HIGH
5751621,3E5DA300-9C0B-5731-DEB42C3B9C72CDA5,2/27/19 0:00,C8A660C9-5056-A20B-FAA9E46727C05824,PAPA MURPHY'S PIZZA,4562 KINGWOOD DR,77345,Restaurant - Single Service,PIZZA,3,MEDIUM
5751925,0E65B1F4-CB60-A211-F9FEF7B1A95BDACD,2/28/19 0:00,09C6C6CA-5056-A20B-FAF4EC4254FE1BDC,PERICOS MEXICAN CAFE AND BAR,2701 MANGUM,77092,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5752878,2A6C9EA7-B15E-88D3-8ACA625B7E7CF75A,3/6/19 0:00,36F29F4F-5056-A20B-FA26F6E00B3807E8,BBVA COMPASS CAFETERIA,2200  POST OAK BLVD STE 1601,77056,Restaurant - Single Service,LOCAL / CONTINENTAL,9,HIGH
5753453,2A9FAE7F-DF2C-9620-D802E90330CC6A38,3/11/19 0:00,27A5F3FF-5056-A20B-FA0484493938C8A8,TACOS Y TORTAS TAMPICO #2 - Palacios,6353 SOUTH LOOP E,77087,"Mobile - Conventional, Unrestricted, Motorized",,3,MEDIUM
5755577,2B12F153-93BD-5769-E5077690FB231273,3/17/19 0:00,69391D88-5056-A20B-FA8EECED07522372,COMPASS (EXXON MOBIL),13501 KATY FWY,77079,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5700997,0EBC4396-C8B3-7451-90625C6CE4E31F56,1/9/19 0:00,17D5C294-5056-A20B-FA7C13E98B9232DF,MISOYA RESTAURANT,1302 BLALOCK RD STE FC2,77055,Restaurant - Full Service,KOREAN,6,HIGH
5702177,0EE9F347-A823-78EB-1B9A5CFDBDDB3E6D,1/16/19 0:00,51592ABA-5056-A20B-FAF55E6337CE30F6,PHO AND GRILL,10971 NORTHWEST FWY,99092,Restaurant - Full Service,VIETNAMESE,6,HIGH
5702187,2377,1/21/19 0:00,523245EF-5056-A20B-FA2A872DF6E689E0,PAPPAS BAR-B-QUE,7007 SOUTHWEST FWY,77074,Restaurant - Full Service,BARBECUE,10,HIGH
5702466,2B51732D-E264-41C1-D8093E21B0DA675D,1/22/19 0:00,8DB711A6-5056-A20B-FA6B2BCD580606A4,POPEYE'S #31,12436 BISSONNET,77099,Restaurant - Single Service,CHICKEN,8,MEDIUM
5703416,0D8D209B-994A-6FBA-F3C5369E0AEAC78A,1/27/19 0:00,F5646AA5-5056-A20B-FAAB86281BFB01D0,LIBERTY KITCHEN,1050 STUDEWOOD,77008,Restaurant - Full Service,"BURGERS, ETC.",7,HIGH
5721681,3456,1/30/19 0:00,29642905-5056-A20B-FAE8B031EDD55BC7,BARBECUE INN,116 W CROSSTIMBERS,77018,Restaurant - Full Service,BARBECUE,8,HIGH
5739580,3CC55ECF-E81B-4326-28F03ADAC290F8CA,2/10/19 0:00,DD3C8D76-87CF-44E8-B900581CA57247F0,FRANK'S GRILL,12225 WESTHEIMER STE B,77077,Restaurant - Full Service,,6,HIGH
5750367,236FA870-5056-A20B-FAC8504D865A7DEF,2/19/19 0:00,24F9A970-5056-A20B-FA47DFE28FF9F6AF,ROBLES ICE CREAM - BRIZA,6530 602- BELLEIRE BLVD,77074,Mobile - Ice Cream Only Non-motorized,,0,LOW
5750538,3D500B52-D244-E16F-13FAE67562640009,2/17/19 0:00,584DE1F8-5056-A20B-FA9ADC99A8B05C20,TAQUERIA 10 DE MAYO,11710 HEMPSTEAD,77092,Restaurant - Full Service,MEXICAN / HISPANIC,4,MEDIUM
5754115,0F2D7BC8-C207-CA66-5F24B70B5F84F6EE,3/13/19 0:00,9E196DF6-5056-A20B-FA4A953D4C79F31C,HCC CENTRAL COLLEGE,1300 HOLMAN ST,77004,Restaurant - Single Service,,0,LOW
5754175,2ABEFBF3-3048-98E1-5CE47FB0CEA65993,3/14/19 0:00,C39BFD7F-5056-A20B-FA07F516ABECFD48,SUBWAY SANDWICHES,14515 KATY FWY STE 200,77079,Restaurant - Single Service,SANDWICHES,7,MEDIUM
5755996,3C0DCBC5-E06E-C3F8-66C1AC2C03B66D2A,3/18/19 0:00,CF68A63F-5056-A20B-FAF29F53DB145EFC,PHO  LONG,2021 MANGUM RD,77092,Restaurant - Full Service,VIETNAMESE,5,HIGH
5700882,0EBC4396-C8B3-7451-90625C6CE4E31F56,1/9/19 0:00,F07F4BB0-5056-A20B-FAC90AE3BC561E3C,MISOYA RESTAURANT,1302 BLALOCK RD STE FC2,77055,Restaurant - Full Service,KOREAN,6,HIGH
5702186,2377,1/21/19 0:00,522BA7DC-5056-A20B-FA7F75D37C0BF16A,PAPPAS BAR-B-QUE,7007 SOUTHWEST FWY,77074,Restaurant - Full Service,BARBECUE,10,HIGH
5703414,0D8D209B-994A-6FBA-F3C5369E0AEAC78A,1/27/19 0:00,F530323E-5056-A20B-FA3049205E5CB0AF,LIBERTY KITCHEN,1050 STUDEWOOD,77008,Restaurant - Full Service,"BURGERS, ETC.",7,HIGH
5721641,2A19C14F-F661-C007-876C34715BBAC8F9,1/30/19 0:00,271C3C81-5056-A20B-FAFA6A9166E57203,EL REVENTON - TEX STAR,1410 WASHINGTON AVE,77002,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5739579,3CC55ECF-E81B-4326-28F03ADAC290F8CA,2/10/19 0:00,329DD9E5-F241-487C-BBA4D81EBDA9066C,FRANK'S GRILL,12225 WESTHEIMER STE B,77077,Restaurant - Full Service,,6,HIGH
5749832,3C5DFD87-C6E4-3406-876B7C2DA5C9F5B1,2/14/19 0:00,2C07C692-5056-A20B-FA747D5C9A74150F,BROWN SUGARS BBQ,111 GREENS RD,77060,Restaurant - Full Service,BARBECUE,0,LOW
5750321,3D500B52-D244-E16F-13FAE67562640009,2/17/19 0:00,01A534D5-5056-A20B-FA63E19C198282B6,TAQUERIA 10 DE MAYO,11710 HEMPSTEAD,77092,Restaurant - Full Service,MEXICAN / HISPANIC,4,MEDIUM
5751250,343E24C0-D287-83CD-6B99D96F43951077,2/24/19 0:00,6767556E-5056-A20B-FA7A859834527BF9,MURPHY'S DELI AT ST LUKE'S,6624 FANNIN,77030,Restaurant - Single Service,DELI,7,HIGH
5751889,236E2A95-0F7E-4553-89E4ADAC9FD6301F,2/28/19 0:00,0225A655-5056-A20B-FA53E504EEC7FDB4,PIZZA L'VINO,544 WAUGH DR STE 544,77019,Restaurant - Single Service,PIZZA,3,MEDIUM
5754174,2ABEFBF3-3048-98E1-5CE47FB0CEA65993,3/14/19 0:00,C38BB12A-5056-A20B-FAF24A523D570996,SUBWAY SANDWICHES,14515 KATY FWY STE 200,77079,Restaurant - Single Service,SANDWICHES,7,MEDIUM
5755993,3C0DCBC5-E06E-C3F8-66C1AC2C03B66D2A,3/18/19 0:00,CF3E76F1-5056-A20B-FAD4776F1F59E62F,PHO  LONG,2021 MANGUM RD,77092,Restaurant - Full Service,VIETNAMESE,5,HIGH
5700406,2B07D829-9DF6-E157-035A52A56E9AE6F3,1/8/19 0:00,B1012A6E-5056-A20B-FADF1D4567355271,TWIN PEAKS 290 BEVERAGE,12830 NORTHWEST FWY,77040,Restaurant - Full Service,LOCAL / CONTINENTAL,5,HIGH
5701316,29C8082D-D66C-8581-22984CD6C494DB3F,1/13/19 0:00,BF096250-5056-A20B-FAA75B6D5E5A1D68,WINGS PIZZA N THINGS,11510 SPACE CENTER BLVD STE G,77059,Restaurant - Full Service,CHINESE,5,MEDIUM
5701703,2A70ED41-0872-C2DD-81811E45552D76B6,1/15/19 0:00,29F4C2AB-5056-A20B-FADAA98C7C05FA1D,FRENCHY'S,5836 MARTIN LUTHER KING BLVD,77033,Restaurant - Single Service,CHICKEN,7,HIGH
5702520,2ADCDA0C-DE2A-A818-9F58A340BA7138FF,1/22/19 0:00,90E52604-5056-A20B-FA8242EA297BA21D,KINGSVIEW CAFE,9511 SOUTHWEST  FWY STE C,77036,Restaurant - Full Service,BAR & GRILL,7,HIGH
5702554,3446EB4C-C7F1-C8CD-6BF7FC1A064DF450,1/22/19 0:00,934B56DE-5056-A20B-FACAE2D4BB28472C,SARAH PLACE,9968 BELLAIRE STE 160,77036,Restaurant - Full Service,,7,HIGH
5728935,2A5A7FD0-9B16-AC90-4C2B7AFCBCC7AD7C,2/7/19 0:00,C8C4624B-5056-A20B-FACD0032B71C3EF7,CHINA MAX,1000 WEST OAKS MALL STE 413,77082,Restaurant - Single Service,CHINESE,4,MEDIUM
5739650,3436,2/28/19 0:00,EFCCA884-D24B-412D-BD8CAD7F8E1D3DEA,JASON'S DELI,14604 MEMORIAL,77079,Restaurant - Full Service,DELI,8,HIGH
5749759,2A16D846-F17C-CF37-EF6F1701D9E4C5EC,2/14/19 0:00,2313AB5D-5056-A20B-FA010FFC96C296BF,JAMBA JUICE,803 W SAM HOUSTON PKWY N STE 136,77024,Restaurant - Single Service,"BEVERAGES, ETC.",4,MEDIUM
5749862,2B5460BC-B761-9A36-B1224ABB4907E4AA,2/14/19 0:00,2F98C386-5056-A20B-FA1E59F1F8D020FE,NESTLE TOLL HOUSE CAFE,5  GREENWAY STE C-670,77046,Restaurant - Single Service,DESSERTS,3,MEDIUM
5750161,2A6A34B8-F6B7-25DB-E5BC6DEA2AD29D7F,2/18/19 0:00,F6996281-5056-A20B-FA39FF67E03B8506,THANH DA QUAN,13090 BELLAIRE STE A,77072,Restaurant - Full Service,,6,HIGH
5753577,3DED804D-BA05-5B84-CC78156ACE4A2333,3/11/19 0:00,367F9E82-5056-A20B-FA672035EB1C2F58,HOUSTON / WILLOWBROOK  RESIDENCE INN,7311 W GREENS  RD,77064-1137,Restaurant - Single Service,LOCAL / CONTINENTAL,6,MEDIUM
5757666,3DAA0253-D8C8-1E5F-D91F25D34DCF16C6,3/28/19 0:00,9168C918-5056-A20B-FA1A0087E8F05AC5,SARAH'S DELI,738 HIGHWAY  6 S STE 201,77079,Restaurant - Single Service,DELI,6,HIGH
5700333,2B93DC77-9102-D7F6-B5610850B8A1DA7E,1/7/19 0:00,8D623BFF-5056-A20B-FA02E3D92C14CB15,BULLRITOS,1695 S VOSS,77057,Restaurant - Single Service,SANDWICHES,5,HIGH
5702183,0EE9F347-A823-78EB-1B9A5CFDBDDB3E6D,1/16/19 0:00,51C05A45-5056-A20B-FA3A41715E8BF586,PHO AND GRILL,10971 NORTHWEST FWY,99092,Restaurant - Full Service,VIETNAMESE,6,HIGH
5702468,2B51732D-E264-41C1-D8093E21B0DA675D,1/22/19 0:00,8DBD5D65-5056-A20B-FA0C72FC39B95101,POPEYE'S #31,12436 BISSONNET,77099,Restaurant - Single Service,CHICKEN,8,MEDIUM
5702517,2ADCDA0C-DE2A-A818-9F58A340BA7138FF,1/22/19 0:00,90D0F29B-5056-A20B-FAD008E468F1E229,KINGSVIEW CAFE,9511 SOUTHWEST  FWY STE C,77036,Restaurant - Full Service,BAR & GRILL,7,HIGH
5702553,3446EB4C-C7F1-C8CD-6BF7FC1A064DF450,1/22/19 0:00,93426369-5056-A20B-FA2F37F35D90F57D,SARAH PLACE,9968 BELLAIRE STE 160,77036,Restaurant - Full Service,,7,HIGH
5721686,3456,1/30/19 0:00,29C4DFCF-5056-A20B-FACC3A4F8FC53367,BARBECUE INN,116 W CROSSTIMBERS,77018,Restaurant - Full Service,BARBECUE,8,HIGH
5728931,2A5A7FD0-9B16-AC90-4C2B7AFCBCC7AD7C,2/7/19 0:00,C88555BB-5056-A20B-FA6A50D3EC0A33D5,CHINA MAX,1000 WEST OAKS MALL STE 413,77082,Restaurant - Single Service,CHINESE,4,MEDIUM
5739649,3436,2/28/19 0:00,4D0F102D-400F-4799-AE2D6F9DF4139D34,JASON'S DELI,14604 MEMORIAL,77079,Restaurant - Full Service,DELI,8,HIGH
5750158,2A6A34B8-F6B7-25DB-E5BC6DEA2AD29D7F,2/18/19 0:00,F67B19BB-5056-A20B-FA77344D8111DD5D,THANH DA QUAN,13090 BELLAIRE STE A,77072,Restaurant - Full Service,,6,HIGH
5700409,2B07D829-9DF6-E157-035A52A56E9AE6F3,1/8/19 0:00,B1200749-5056-A20B-FA789572538504AB,TWIN PEAKS 290 BEVERAGE,12830 NORTHWEST FWY,77040,Restaurant - Full Service,LOCAL / CONTINENTAL,5,HIGH
5701324,29C8082D-D66C-8581-22984CD6C494DB3F,1/13/19 0:00,BF5B30C2-5056-A20B-FA5D10B7225119D5,WINGS PIZZA N THINGS,11510 SPACE CENTER BLVD STE G,77059,Restaurant - Full Service,CHINESE,5,MEDIUM
5700151,0D4EBE40-A1B1-0964-879BB1F00C6A7431,1/6/19 0:00,7F7746A3-5056-A20B-FA8BAA24972667A4,SUBWAY # 29836,5015 WESTHEIMER RD STE 1295,77056,Restaurant - Single Service,DELI,8,HIGH
5701131,3DBD6E89-E53E-0358-16176184A341DCBE,1/10/19 0:00,26844300-5056-A20B-FA701378D8CA6E66,JIMMY JOHN'S,12303 WESTHEIMER RD STE K,77077,Restaurant - Single Service,SANDWICHES,0,MEDIUM
5701330,3444,1/13/19 0:00,BF88D8C2-5056-A20B-FABC6C77F21C1A32,CHEVRON/OSCAR SERVICE STATION,4305 TELEPHONE RD STE B,77087,Restaurant - Single Service,MEXICAN / HISPANIC,7,MEDIUM
5702494,23949D49-0D12-F6CA-AF5EC7D678AF89C3,1/22/19 0:00,8F9140DE-5056-A20B-FAF070B75B6525DE,HOTEL SORELLA CONFERENCE & MEETING CENTER,816 TOWN & COUNTRY  BLVD STE 139,77024,Restaurant - Full Service,OTHER,6,HIGH
5700638,2329,1/8/19 0:00,BF806416-5056-A20B-FA9877D119E6E97C,LA MADELEINE FRENCH BAKERY,6205 KIRBY DR,77005,Restaurant - Full Service,FRENCH,8,HIGH
5701377,15AA9535-A95A-B83F-C0663C48D2857F05,1/13/19 0:00,C304FDE9-5056-A20B-FA040FEE10303357,CULVER'S OF KINGWOOD,331 NORTHPARK DR,77339,Restaurant - Full Service,LOCAL / CONTINENTAL,0,HIGH
5701645,13274,1/15/19 0:00,257C5E9D-5056-A20B-FA4D3FA2B9939C70,CORELLI'S ITALIAN CAFE,5640 WESTHEIMER,77056,Restaurant - Full Service,ITALIAN,7,HIGH
5701776,28F6E4CE-DC2A-1C6A-F3FE161CEF92AD30,1/16/19 0:00,501A5721-5056-A20B-FAE6E80417365A06,SARA'S TAQUERIA,1302 LORRAINE ST,77009-8736,Restaurant - Full Service,MEXICAN / HISPANIC,8,HIGH
5701986,1009A07E-3048-9838-FCA28370EBA55C8C,1/16/19 0:00,819C7F3F-5056-A20B-FA28E11B83476CC4,WHICH WICH STORE 102,9758 KATY FWY STE 200,77055,Restaurant - Single Service,SANDWICHES,5,MEDIUM
5702046,13636,1/16/19 0:00,8BFC8644-5056-A20B-FAD273588FC7BF22,PAPPAS BAR-B-Q,4430 NORTH  FWY,77022,Restaurant - Full Service,BARBECUE,8,HIGH
5722328,1AD21492-AD4B-00DE-10ACF1F7464F2BC3,2/4/19 0:00,2E0870D9-5056-A20B-FA1BCD31A63A2A86,TACO GIGANTE EXPRESS,5740 S WAYSIDE DR,77087,Restaurant - Single Service,,7,HIGH
5724596,0FC19C7C-AE7A-73B5-BFBF8A8B45D61A74,1/30/19 0:00,E523E435-3622-467A-A7EAFF7B2F6436BA,GREAT KHAN MONGOLIAN GRILL,2150 S HIGHWAY 6 STE 200,77077,Restaurant - Full Service,,0,HIGH
5749917,398,2/16/19 0:00,98CEF82A-5056-A20B-FAFB154EE94BA5FE,MCDONALD'S # 3336,5911 S BRAESWOOD,77096,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5753481,2A0F8F1B-5056-A20B-FA92ABED99C3F1B8,3/11/19 0:00,2A3B90FC-5056-A20B-FA2FDCA67AD8E46D,CAFE JAPON,5900 MEMORIAL STE 102,77007,Restaurant - Full Service,JAPANESE,0,HIGH
5753573,3DED804D-BA05-5B84-CC78156ACE4A2333,3/11/19 0:00,366ED477-5056-A20B-FAA479CC3646F21A,HOUSTON / WILLOWBROOK  RESIDENCE INN,7311 W GREENS  RD,77064-1137,Restaurant - Single Service,LOCAL / CONTINENTAL,6,MEDIUM
5757510,3D6CAEB3-FD16-92FF-8B38EB81C639ADB4,3/27/19 0:00,6776F42E-5056-A20B-FAF18C77EEDF17FF,MENCHIES  GULFGATE,2903 WOODRIDGE STE 140,77087,Restaurant - Single Service,DESSERTS,6,HIGH
5757658,23C13FA4-09E4-C710-F0DE21B96BE4DA3D,3/27/19 0:00,7E9456FB-5056-A20B-FAB59014C525F355,TBK FOODS,3511 ELGIN,77004,Restaurant - Full Service,BREAKFAST,4,MEDIUM
5700583,2A19C14F-F661-C007-876C34715BBAC8F9,1/8/19 0:00,BD61C4FE-5056-A20B-FA4DDB98B7130500,EL REVENTON - TEX STAR,1410 WASHINGTON AVE,77002,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5750385,1C526ED9-AE33-C24D-DBC57271E5D46EDC,2/18/19 0:00,29CCCEC4-5056-A20B-FAB8725717D389F1,BOBA CAFE,1113 HOLMAN,77004,Restaurant - Single Service,"BURGERS, ETC.",7,HIGH
5750476,349C6B8C-F996-E5CA-F5BAE3A915742F13,2/19/19 0:00,331539AB-5056-A20B-FA38E3C2B9AB76A4,SONIC DRIVE-IN # 1127,1100 BLALOCK RD,77055,Restaurant - Single Service,,0,MEDIUM
5750734,1B343087-FFDD-63EA-06FEAB8D123432A6,2/21/19 0:00,89FFC439-5056-A20B-FA8AFADCB79B0C0E,TAQUERIA Y RESTAURANTE RAMOS #1,143 W DYNA DR,77037,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5751932,1A2FA597-0814-6EE1-4C2CE606B7C2472B,2/28/19 0:00,0CF0820B-5056-A20B-FA7FD8BA372BDFCA,TACOSWAY - Texas Commissary # 2,1920 WIRT,77055,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5752107,1A73D5B9-B13B-0923-9D2C4006E955BF0F,3/3/19 0:00,9E4EB698-5056-A20B-FA1CE03698200E5D,SUZHI TEAHOUSE,11209 BELLAIRE BLVD STE C11,77072,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
5752275,1C0E0CC7-E9B8-7AAB-BC3EEA8E3009D4F6,3/4/19 0:00,CC3CFD42-5056-A20B-FA1F15F24C6053F6,S&B SHACK,3610 REED,77051,Restaurant - Single Service,CAJUN,7,MEDIUM
5701705,2A70ED41-0872-C2DD-81811E45552D76B6,1/15/19 0:00,2A57D30A-5056-A20B-FADDC6BD6B3B1E19,FRENCHY'S,5836 MARTIN LUTHER KING BLVD,77033,Restaurant - Single Service,CHICKEN,7,HIGH
5728787,0D5A69B2-0B6F-3847-85A8E8442C18D1C3,2/6/19 0:00,9747189F-5056-A20B-FA20A1CC32C99438,BANANA BAY,3640 HILLCROFT,77057,Restaurant - Full Service,,0,HIGH
5749865,2B5460BC-B761-9A36-B1224ABB4907E4AA,2/14/19 0:00,2FCE1D56-5056-A20B-FA31E5DE2C3CE867,NESTLE TOLL HOUSE CAFE,5  GREENWAY STE C-670,77046,Restaurant - Single Service,DESSERTS,3,MEDIUM
5750162,2A6A34B8-F6B7-25DB-E5BC6DEA2AD29D7F,2/18/19 0:00,F69B0B3F-5056-A20B-FA378F6E4E03322E,THANH DA QUAN,13090 BELLAIRE STE A,77072,Restaurant - Full Service,,6,HIGH
5752360,19CF5F1B-98EB-C461-9EFD660535B9107E,3/4/19 0:00,D0B31068-5056-A20B-FA7AD164A1739037,POPEYE'S LOUISIANA KITCHEN,16425 IMPERIAL VALLEY DR,77060-3505,Restaurant - Single Service,CHICKEN,7,HIGH
5753897,2299,3/12/19 0:00,6CC10F4E-5056-A20B-FA5BE059D00A0C0D,MCDONALD'S #5333,6950 WOODRIDGE,77087,Restaurant - Single Service,"BURGERS, ETC.",7,MEDIUM
5755824,1A608B51-99F4-C441-79A51E8B741F2D7A,3/18/19 0:00,9F2BD9D7-5056-A20B-FA3492177532B098,BECK'S PRIME,7608 F.M. 1960 W STE B,77070,Restaurant - Full Service,"BURGERS, ETC.",7,MEDIUM
5756369,1,3/21/19 0:00,299541F9-5056-A20B-FA08BE2B4BDBF29A,ANDY'S HOME CAFE,1115 E 11TH,77009,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5756448,3981,3/18/19 0:00,3960AE40-5056-A20B-FAB6A0675A16D733,KENTUCKY FRIED CHICKEN  - Y343291,7904 LONG POINT,77055,Restaurant - Single Service,CHICKEN,5,MEDIUM
5751323,3CC17A1C-3048-983B-262067F9BB5A57F0,2/25/19 0:00,892AEC16-5056-A20B-FA015F139F6D4891,NORRIS CONFERENCE CENTER,816 TOWN AND COUNTRY BLVD STE 210,77024,Restaurant - Full Service,LOCAL / CONTINENTAL,0,MEDIUM
5757698,3DAA0253-D8C8-1E5F-D91F25D34DCF16C6,3/28/19 0:00,96EC82C1-5056-A20B-FA9F86A0432C1DEA,SARAH'S DELI,738 HIGHWAY  6 S STE 201,77079,Restaurant - Single Service,DELI,6,HIGH
5699991,1668,1/6/19 0:00,4D80F97A-5056-A20B-FA57F323319F5D7D,CUE'S BURGER AND MORE,10423 S POST OAK  RD,77035,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5700235,2901,1/7/19 0:00,86B16D24-5056-A20B-FA67B981341366C4,LA TAPATIA TAQUERIA,3965 S GESSNER,77063,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5751620,3E5DA300-9C0B-5731-DEB42C3B9C72CDA5,2/27/19 0:00,C87ABF5B-5056-A20B-FA531543F29D2860,PAPA MURPHY'S PIZZA,4562 KINGWOOD DR,77345,Restaurant - Single Service,PIZZA,3,MEDIUM
5752908,0ECEEE52-E75D-D9C4-61EAD482C6BFA127,3/6/19 0:00,380F0634-5056-A20B-FABBA60B0F14BDD7,VIETNAMESE MARTYRS CHURCH FAMILY LIFE CENTER,10610 KINGSPOINT  STE E,77075,Restaurant - Full Service,VIETNAMESE,7,MEDIUM
5756372,2A489C19-5056-A20B-FA3DDE2FF7996AD9,3/21/19 0:00,2AB31637-5056-A20B-FAD1314EABBCD909,EL CEIBENO RESTAURANTE AND CATERING,12825 S POST OAK STE L,77045,Restaurant - Full Service,MEXICAN / HISPANIC,0,MEDIUM
5756624,342CA5B8-E6DC-E65B-E4A7C2AE14FED250,3/22/19 0:00,6CC9D45D-5056-A20B-FA0146FA342A5C1B,FLIP N' PATTIES - Dianas,2631 BISSONNET ST,77005,"Mobile - Conventional, Unrestricted, Motorized",,7,HIGH
5757247,0E0C5223-CC71-E07F-18C240CF4810C4A8,3/26/19 0:00,3705FB5D-5056-A20B-FA520045328E2489,TOSTADERIA MADEROS,9401 CLAY,77080,Restaurant - Full Service,,7,HIGH
5758046,0EBD6FB2-F97A-4981-14BFC47A53510807,3/31/19 0:00,5EEE47C1-5056-A20B-FA3E5ED55D94CD90,LOUISIANA FAMOUS FRIED CHICKEN & SEAFOOD,3602 OLD SPANISH TRAIL STE C,77021,Restaurant - Full Service,CHICKEN,8,HIGH
5701284,15844CE0-9D8F-45A5-4A0BA280776054E0,1/13/19 0:00,BC75CD31-5056-A20B-FA67ECD6ED3784C7,MENCHIE'S FROZEN YOGURT #7,5310 WESLAYAN,77005,Restaurant - Single Service,DESSERTS,3,MEDIUM
5701345,1AB88729-F322-A73D-385239D67CA2A014,1/13/19 0:00,C052CCB0-5056-A20B-FA013E33C4F18E1E,TAQUERIA LA CANASTA- SOUTHWEST,12306 BEECHNUT ST,77072,"Mobile - Conventional, Unrestricted , Non-motorized",,4,MEDIUM
5701515,10142,1/14/19 0:00,F1B15808-5056-A20B-FA2D13C58E7D2E44,SMOOTHIE KING,6020 WESTHEIMER,77057,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
5701890,1A08C2C1-0A83-E7A3-6C9A74B3D2C85431,1/16/19 0:00,5931A24B-5056-A20B-FAFB34EE78C5F36E,TAQUERIA Y RESTAURANT LA JALISCIENSE 2,7477 N SHEPHERD DR,77091,Restaurant - Full Service,MEXICAN / HISPANIC,0,HIGH
5702140,233825BE-D817-062B-3823DE6D0706044F,1/21/19 0:00,4E130CBE-5056-A20B-FAED6EA2AC856737,TAQUERIA ALTAMIRA - Texas,6902 MARKET,77020,"Mobile - Conventional, Unrestricted , Non-motorized",,0,MEDIUM
5702933,13782,1/26/19 0:00,554AFD3F-5056-A20B-FA6DF86B1FF9A59B,TACO BELL #20007,3155 SOUTH LOOP WEST,77054,Restaurant - Single Service,MEXICAN / HISPANIC,4,MEDIUM
5703244,43981,1/28/19 0:00,C6CE8E49-5056-A20B-FA7AFB0A5C77BCEA,OSTIONERIA HUETAMICH,10369 CLUB CREEK,77036,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5703260,34CBF547-B789-289B-D865C9D506F0666B,1/28/19 0:00,C8280E78-5056-A20B-FA695DEDA8BAD458,HUNAN GARDEN,4331 KINGWOOD DR,77339,Restaurant - Full Service,,0,HIGH
5701485,0E9F2573-E388-3995-90A49187787F524A,1/14/19 0:00,EE05FB4D-5056-A20B-FA337F10BB64E270,SPICY PICKLE,1333 OLD SPANISH TRL STE 100-A,77054,Restaurant - Single Service,DELI,4,MEDIUM
5701778,3D11DE38-963D-14DC-68BA44EE0FAA10DD,1/16/19 0:00,508B762E-5056-A20B-FAF45A26A5325083,SUB ROC,3355 W ALABAMA STE 120,77027,Restaurant - Single Service,DELI,4,MEDIUM
5701942,3C76B172-F143-5E31-AE8DDFA972F07B52,1/16/19 0:00,5D98F76F-5056-A20B-FA8DCFD93556BC43,TABLE 7 BISTRO,720 FANNIN ST STE A,77002,Restaurant - Full Service,LOCAL / CONTINENTAL,5,HIGH
5721751,3C5DFD87-C6E4-3406-876B7C2DA5C9F5B1,1/30/19 0:00,2D147203-5056-A20B-FAA551235BCF1706,BROWN SUGARS BBQ,111 GREENS RD,77060,Restaurant - Full Service,BARBECUE,0,LOW
